Sınıf 9 Notu,Sınıf 10 Notu,Sınıf 11 Notu,pas1,pas2,pas5,pas7,pas10,pas13,pas15,pas16,pas18,pas20,pas23,pas24,pas25,pas26,pas29,pas32,pas33,pas34,pas37,pas38,pas39,pas40,CE-AC,lst,pass,Not Ortalaması aps
3.0,3.431888544891641,4.098290598290598,1.0,5.0,5.0,1.0,1.0,4.0,2.0,4.0,5.0,1.0,4.0,5.0,5.0,5.0,2.0,5.0,2.0,1.0,5.0,2.0,4.0,2.0,-24.0,4,2,6
2.0,3.431888544891641,4.098290598290598,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,4.0,1.0,3.0,5.0,3.0,3.0,4.0,5.0,2.0,5.0,1.0,3.0,-11.0,3,-1,4
2.0,3.431888544891641,4.098290598290598,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,-8.0,3,1,4
3.0,3.431888544891641,4.098290598290598,4.0,3.0,3.0,5.0,3.0,1.0,5.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,2,-1,6
2.0,3.431888544891641,4.098290598290598,2.0,2.0,4.0,2.0,2.0,5.0,1.0,4.0,5.0,1.0,4.0,4.0,5.0,5.0,2.0,3.0,1.0,1.0,4.0,1.0,5.0,3.0,-18.0,4,2,4
4.0,3.431888544891641,4.098290598290598,3.0,1.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,-11.0,3,1,8
2.0,3.431888544891641,4.098290598290598,2.0,1.0,5.0,1.0,2.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,2.0,1.0,3.0,5.0,-10.0,4,2,4
4.0,2.0,4.098290598290598,4.0,2.0,5.0,3.0,4.0,4.0,5.0,4.0,1.0,2.0,5.0,4.0,5.0,4.0,1.0,5.0,2.0,3.0,5.0,2.0,4.0,5.0,-11.0,3,1,6
3.0,4.0,4.098290598290598,2.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,1.0,2.0,3.0,2.0,5.0,2.0,4.0,3.0,5.0,1,1,7
4.0,4.0,4.098290598290598,2.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,1.0,1.0,2,2,8
4.0,4.0,4.098290598290598,3.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0,4.0,1.0,4.0,1.0,7.0,2,1,8
5.0,5.0,4.098290598290598,2.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,5.0,5.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,16.0,1,1,10
3.0,3.0,4.098290598290598,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,-2.0,3,1,6
5.0,5.0,4.098290598290598,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,-9.0,3,1,10
5.0,3.0,4.098290598290598,2.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,5.0,5.0,2.0,4.0,1.0,2.0,3.0,2.0,5.0,4.0,-14.0,3,2,8
5.0,5.0,4.098290598290598,2.0,1.0,4.0,2.0,2.0,4.0,1.0,5.0,5.0,1.0,4.0,4.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,-20.0,3,2,10
4.0,4.0,4.098290598290598,4.0,1.0,5.0,1.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,-17.0,4,1,8
5.0,3.431888544891641,4.098290598290598,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,-15.0,3,1,10
5.0,2.0,4.098290598290598,1.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,1.0,4.0,3.0,4.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,-20.0,3,2,7
4.0,4.0,4.098290598290598,2.0,2.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,-19.0,3,2,8
5.0,4.0,4.098290598290598,1.0,1.0,5.0,1.0,2.0,4.0,2.0,2.0,5.0,1.0,5.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,-29.0,3,2,9
4.0,4.0,4.098290598290598,2.0,1.0,3.0,2.3666323377960867,2.0,2.0,4.0,2.0,2.0,3.0,4.0,1.0,5.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,-13.0,3,1,8
4.0,2.0,4.098290598290598,4.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,-16.0,4,1,6
4.0,4.0,4.098290598290598,2.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,5.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,8.0,1,1,8
5.0,5.0,4.098290598290598,2.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,-9.0,3,1,10
5.0,4.0,4.098290598290598,1.0,2.0,5.0,2.0,1.0,5.0,1.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,2.0,1.0,1.0,5.0,1.0,-19.0,3,2,9
3.0,5.0,4.098290598290598,2.0,2.0,4.0,1.0,2.0,5.0,2.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,1.0,0.0,1,2,8
3.0,5.0,4.098290598290598,2.0,3.0,4.0,2.0,3.0,4.0,2.726618705035971,4.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,-15.0,4,1,8
5.0,4.0,4.098290598290598,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,5.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,-14.0,4,1,9
3.0,3.0,4.098290598290598,4.0,5.0,3.0,3.0,3.0,3.592173017507724,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,-8.0,4,-1,6
3.0,3.0,4.098290598290598,3.0,4.0,3.0,2.3666323377960867,3.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,4.0,4.0,-14.0,3,1,6
4.0,1.0,4.098290598290598,2.0,3.0,4.0,5.0,5.0,4.0,2.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,-6.0,4,1,5
4.0,3.0,4.098290598290598,2.0,3.0,5.0,1.0,2.0,4.0,1.0,4.0,4.0,2.0,5.0,4.0,5.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,5.0,1.0,-9.0,3,1,7
5.0,3.0,4.098290598290598,1.0,3.0,5.0,1.0,2.0,5.0,1.0,2.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,0.0,2,2,8
4.0,3.0,4.098290598290598,1.0,2.0,5.0,1.0,1.0,5.0,2.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,7.0,1,2,7
4.0,4.0,4.098290598290598,1.0,1.0,4.0,3.0,3.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,-1.0,4,1,8
3.0,3.431888544891641,4.098290598290598,3.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,10.0,1,-1,6
3.0,3.0,4.098290598290598,3.0,4.0,3.0,3.0,4.0,2.0,5.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,4.0,2.0,3.0,2,1,6
4.0,3.431888544891641,4.098290598290598,4.0,4.0,4.0,2.0,4.0,1.0,5.0,5.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,-2.0,3,1,8
2.0,3.431888544891641,4.098290598290598,4.0,4.0,3.0,3.0,4.0,2.0,5.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,2,-1,4
3.0,3.431888544891641,4.098290598290598,3.0,3.0,4.0,2.0,4.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,-19.0,3,1,6
4.0,2.0,4.098290598290598,2.0,3.0,4.0,5.0,5.0,4.0,2.0,1.0,4.0,1.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,8.0,2,1,6
4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,-6.0,4,-1,6
3.7453798767967146,3.431888544891641,4.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,5.0,-8.0,3,1,8
3.0,4.0,4.0,1.0,2.0,5.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,5.0,-21.0,3,1,7
4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,3.0,5.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,-14.0,3,1,8
3.0,4.0,5.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,1.0,3.0,2.0,2.0,3.0,1.0,4.0,3.0,-29.0,4,1,8
3.0,5.0,5.0,2.0,2.0,5.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,-12.0,3,2,8
5.0,5.0,5.0,1.0,2.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,-15.0,3,3,10
2.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,5.0,2.0,4.0,5.0,2.0,4.0,4.0,5.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,-10.0,4,2,6
4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,-25.0,3,-1,7
5.0,5.0,5.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,-16.0,4,1,10
5.0,5.0,4.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,-1.0,4,1,9
5.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,2.0,1.0,5.0,1.0,-21.0,3,2,10
5.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,1.0,1.0,3.0649484536082476,3.0,5.0,1.0,-5.0,3,2,8
4.0,3.0,4.0,2.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,2.0,3.0,3.0,5.0,5.0,-3.0,4,2,7
5.0,5.0,5.0,2.0,2.0,5.0,1.0,2.0,5.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,2.0,1.0,5.0,3.0,-2.0,4,2,10
3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,2,1,6
3.0,1.0,1.0,5.0,4.0,2.0,1.0,5.0,3.0,5.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0649484536082476,1.0,2.0,3.0,-7.0,3,-1,3
3.0,1.0,3.0,2.0,3.0,4.0,2.0,4.0,3.592173017507724,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,-6.0,4,1,4
3.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,2.0,3.0,1.0,4.0,1.0,-11.0,4,1,4
2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0850622406639006,3.0,4.0,3.0,3.0,3.0,3.0,2.0,-20.0,4,1,4
3.0,2.0,1.0,3.0,1.0,4.0,2.0,2.0,5.0,3.0,3.0,5.0,1.0,4.0,2.0,5.0,4.0,2.0,3.0,2.0,2.0,4.0,1.0,4.0,2.0,-22.0,3,2,4
4.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,1,1,4
2.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,5.0,1.0,4.0,3.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,22.0,1,1,3
3.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,3.815843621399177,3.3632610939112486,5.0,4.056584362139918,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,-1.0,3,1,4
3.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,7.0,1,1,5
3.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,5.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,5.0,2.0,2.0,5.0,3.0,3.0,5.0,-4.0,4,1,6
3.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,-5.0,3,1,6
2.0,2.0,4.0,1.0,2.0,5.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1,2,5
4.0,4.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,-24.0,3,2,8
3.0,3.0,4.098290598290598,2.0,2.0,3.0,2.0,2.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,17.0,1,1,6
4.0,4.0,4.0,2.0,4.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,5.0,1.0,5.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,-21.0,3,1,8
3.0,1.0,1.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,-23.0,3,-1,3
4.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,4.0,1.0,1.0,5.0,1.0,-1.0,4,1,6
3.0,2.0,2.0,3.0,2.0,5.0,3.0,4.0,4.0,5.0,3.4101239669421486,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,8.0,1,1,4
5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,-5.0,3,1,10
4.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,-7.0,4,1,9
3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,5.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,2.0,3.0,3.0,-1.0,3,1,5
5.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,1,1,8
4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,8.0,1,1,8
3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,5.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,1.0,3.0,5.0,5.0,5.0,2.0,4.0,4.0,1,-1,6
5.0,4.0,4.098290598290598,1.0,2.0,5.0,1.0,2.0,5.0,2.0,1.0,4.0,3.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,-16.0,3,2,9
3.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,-16.0,3,2,6
4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,-3.0,3,1,8
5.0,4.0,5.0,2.0,3.0,3.7365702479338845,2.0,2.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,-15.0,4,1,9
5.0,5.0,5.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,3.0,2.0,4.0,3.0,3.0,4.0,-17.0,4,1,10
5.0,5.0,4.0,2.0,1.0,4.0,1.0,2.0,5.0,3.0,4.0,4.0,1.0,5.0,4.0,5.0,5.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,2.0,-20.0,3,2,9
3.0,3.431888544891641,4.098290598290598,2.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,-29.0,4,1,6
2.0,3.431888544891641,4.098290598290598,2.0,2.0,5.0,2.0,3.0,3.0,4.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,1.0,4.0,4.0,-20.0,3,1,4
3.0,3.431888544891641,4.098290598290598,2.0,2.0,4.0,2.0,2.0,5.0,1.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,-16.0,3,2,6
4.0,3.431888544891641,4.098290598290598,2.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,-10.0,3,1,8
2.0,3.431888544891641,4.098290598290598,3.0,4.0,1.0,5.0,3.0,1.0,5.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,-14.0,4,-1,4
4.0,3.431888544891641,4.098290598290598,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,-1.0,4,1,8
2.0,3.431888544891641,4.098290598290598,2.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,3.0,-18.0,3,2,4
4.0,3.431888544891641,4.098290598290598,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,-25.0,4,1,8
5.0,3.431888544891641,4.098290598290598,1.0,2.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,1.0,1.0,1.0,5.0,1.0,-17.0,4,2,10
2.0,3.431888544891641,4.098290598290598,2.0,3.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,1.0,5.0,1.0,5.0,3.0,4.0,5.0,-4.0,3,1,4
2.0,3.431888544891641,4.098290598290598,2.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,1.0,4.0,2.0,5.0,5.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,-10.0,4,1,4
5.0,3.431888544891641,4.098290598290598,2.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,5.0,4.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,-12.0,3,1,10
2.0,3.431888544891641,4.098290598290598,3.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,5.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,-10.0,3,2,4
4.0,3.431888544891641,4.098290598290598,2.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,-24.0,3,1,8
3.0,3.431888544891641,4.098290598290598,2.0,4.0,5.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,-1.0,3,1,6
4.0,3.431888544891641,4.098290598290598,2.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,2.0,5.0,4.0,5.0,5.0,2.0,3.0,2.0,1.0,4.0,2.0,5.0,3.0,-17.0,3,1,8
1.0,3.431888544891641,4.098290598290598,2.0,1.0,5.0,1.0,2.0,4.0,2.0,3.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,4.0,2.0,1.0,2.0,1.0,4.0,3.0,-22.0,3,2,2
3.0,3.431888544891641,4.098290598290598,2.0,2.0,5.0,2.0,3.0,5.0,2.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,2.0,4.0,3.0,2.0,3.0,2.0,5.0,2.0,2.0,2,2,6
5.0,3.431888544891641,4.098290598290598,2.0,3.0,5.0,3.0,2.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,-16.0,3,1,10
1.0,3.431888544891641,4.098290598290598,2.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,-26.0,4,1,2
3.0,3.431888544891641,4.098290598290598,2.0,3.0,5.0,1.0,2.0,5.0,1.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,-8.0,4,2,6
3.0,3.431888544891641,4.098290598290598,3.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,-2.0,4,1,6
2.0,3.431888544891641,4.098290598290598,5.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,5.0,3.0,4.0,4.0,-9.0,4,-1,4
3.0,3.431888544891641,4.098290598290598,2.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,-15.0,4,1,6
4.0,3.431888544891641,4.098290598290598,3.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,-18.0,4,1,8
3.0,3.431888544891641,4.098290598290598,2.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,2.0,4.0,2.0,1.0,3.0,2.0,5.0,3.0,-8.0,4,2,6
4.0,3.431888544891641,4.098290598290598,2.0,3.0,4.0,2.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,2.0,1.0,3.0,1.0,4.0,2.0,3.0,3.0,-22.0,4,1,8
4.0,3.431888544891641,4.098290598290598,3.0,4.0,3.0,3.0,3.0,4.0,1.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,-2.0,3,1,8
4.0,3.0,4.098290598290598,2.0,4.0,5.0,2.0,2.0,5.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,1.0,-14.0,3,2,7
5.0,5.0,4.098290598290598,2.0,4.0,4.0,1.0,3.0,5.0,2.0,4.0,4.0,1.0,4.0,4.0,5.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,5.0,1.0,-21.0,4,2,10
4.0,4.0,4.098290598290598,3.0,4.0,4.0,1.0,3.0,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,1.0,4.0,2.0,1.0,4.0,2.0,5.0,3.0,-12.0,4,2,8
4.0,3.0,4.098290598290598,3.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,5.0,1,1,7
